거래처명,구분,사업자번호,대표자명,업태,종목,주소,전화번호,팩스번호,휴대폰,이메일,대신화물_지점,경동화물_지점,담당자명,담당자연락처,메모,사용여부
지케이에스,혼합 (판매+구매),,,,,,,,,,,,,,,비활성
형제공구백화점,고객업체 (판매),,채병호,도소매,"철물공구,건설자재종합",울산광역시 울주군 서생면 연산3길 12,052-239-1453,052-239-1454,,,,,,,,비활성
유성철물공구전기,고객업체 (판매),,박상림,,,대전시 대덕구 송촌동 483-1,042-626-8277,,,,,,,,,비활성
메타엠알오,고객업체 (판매),,김용진,도소매,"철물,공구외","인천광역시 연수구 송도미래로 30,A동404호",032-811-4115,032-724-4115,,,,,,,,비활성
현대종합목재,고객업체 (판매),220812,배성환,도소매,원목및 건축관련 목재품,제주특별자티도 서귀포시 토평남로87번길 31,064-732-5000,064-762-8383,,,,,,,,비활성
이원공업사,고객업체 (판매),,,,,,,,,,,,,,,비활성
동아상사,고객업체 (판매),220804,홍문주,도소매업외,"닥트,철물외",충청북도 청주시 흥덕구 강내면 서부로 261,043-239-0003,043-239-0004,,,,,,,,비활성
신동현,고객업체 (판매),,,,,,,,,,,,,,,비활성
튼튼휀스,고객업체 (판매),220730,,,,,,,,,,,,,,비활성
한국건재상사,혼합 (판매+구매),,안귀석,도매및소매업,공구 철물,충남 예산군 삽교읍 도청대로835,,041-337-0974,,,,,,,,비활성
(주)두리로드 레미콘지점,고객업체 (판매),220727-5,김노원,제조,레미콘,전라북도 무주군 무주읍 원용포길 43,063-324-2002,,,,,,,,,비활성
동서종합건재,혼합 (판매+구매),,권기옥,도소매,"철물,공구",경기도 안성시 일죽면 금일로 440,031-672-5316,031-673-2016,,,,,,,,비활성
창대철물종합건재,고객업체 (판매),,나호성,소매업,철물,충남 천안시 서북구 성거읍 요방리 207-38,,,,,,,,,,비활성
영서종합배관,고객업체 (판매),,이창주,도매및소매업외,배관자재외,강원도 원주시 개운로 107(개운동),033-731-9000,033-731-3377,,,,,,,,비활성
서해기계공구마트,고객업체 (판매),,정용만,도소매,"농자재마트,일반철물",충남 서산시 소탐3길 5 (수석동),041-666-0911,041-666-0966,,,,,,,,비활성
국제상사,고객업체 (판매),220711,김승주,도소매,"건축자재,안전용품",충남 금산군 금산읍 금산로 1501,041-752-5351,,,,,,,,,비활성
한울농장,고객업체 (판매),,,,,,,,,,,,,,,비활성
신화철물,혼합 (판매+구매),,윤정우,도매및소매업,철물,강원도 원주시 치악로 1959(태장동),,,,,,,,,,비활성
대진기계,고객업체 (판매),,김용태,,,충남 태안군 태안읍 동백로 231,041-674-0921,041-674-0921,,,,,,,,비활성
유한회사동진종합상사,고객업체 (판매),,은규란,도소매외,철물외,전북 군산시 새만금북로 221,063-471-3338,063-471-6668,,,,,,,,비활성
럭키파이프,고객업체 (판매),,김중식,도소매,건축자재,충북 제천시 하소동 192,043-644-3073,043-646-3073,,,,,,,,비활성
38공구,고객업체 (판매),,,,,동해,,,,,,,,,,비활성
황진하,고객업체 (판매),,,,,경기도 광주시 송정동  274-3번지 주목카운티 214동 201호,,,,,,,,,,비활성
인계건재,고객업체 (판매),,,,,의성,,,,,,,,,,비활성
주식회사 성보종합상사,고객업체 (판매),,송용록,도소매,볼트및기타 철물안전용품,대구광역시 달서구 성서서로36길 5-7(갈산동),053-581-0989,053-581-0974,,,,,,,,비활성
북이철물,고객업체 (판매),,배명진,,"안전용품,실리콘,테이프,장갑",청주시 청원구 북이면 신대현암길 4,043-715-9900,043-715-5553,,,,,,,,비활성
햇빛자원,고객업체 (판매),,,,,,,,,,,,,,,비활성
광신건재,고객업체 (판매),,박준규,,,충북 음성군 금왕읍 무극로 199,043-883-0808~9,043-881-3845,,,,,,,,비활성
상민종합상사,고객업체 (판매),220610-1,김창수,도소매,"공구,철,만물",충북 청주시 상당구 사천동 48-1 충북산업용재유통단지 104동126-7,043-217-4529,043-217*4528,,,,,,,,비활성
현대종합기계,고객업체 (판매),,,,,,,,,,,,,,,비활성
오성상사,고객업체 (판매),,,,,신대동,,,,,,,,,,비활성
OK종합상사,고객업체 (판매),,최호민,도매및소매업,"철물,공구외",충청남도 서산시 고북면 은개말2길 10,041-664-2480,041-664-2485,,,,,,,,비활성
이오균,고객업체 (판매),,이오균,,,대구광역시 수성구 들안로233 KCC 페인트 한신도료,,,,,,,,,,비활성
신광철물 당진,고객업체 (판매),,임동춘,,"철물,건축자재",충남 당진시 정미면 천의리 289-44,041-353-2067,041-352-7176,,,,,,,,비활성
다온,고객업체 (판매),,,,,논산,,,,,,,,,,비활성
다판다철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
대성에프엔티,고객업체 (판매),220530-3,김수용,도매,공구및잡재류,"서욱특별시 구로구 구로중앙로 197,228호(구로동, 공구상가6동)",02-2637-8950,02-2647-8950,,,,,,,,비활성
김영춘,고객업체 (판매),,,,,,,,,,,,,,,비활성
로젠 기사님,고객업체 (판매),,,,,,,,,,,,,,,비활성
장재웅,고객업체 (판매),,,,,,,,,,,,,,,비활성
박주진,고객업체 (판매),,,,,전남 완도군 금당면 금당로 134,,,,,,,,,,비활성
미상손님,고객업체 (판매),,,,,,,,,,,,,,,비활성
SE건설,고객업체 (판매),,박재문,,"자동문,폴딩도어,창문등",광주광역시 북구 동운로 182-1,,,,,,,,,,비활성
생고뱅코리아 주식회사,매입업체 (구매),,이석우,제조업,연마재,"인천광역시 연수구 첨단대로 124번길 34(송도동, 생고뱅코리아)",,,,,,,,,,비활성
제이비산업,고객업체 (판매),,심재화,도소매,"포장자재,산업용품",대전시 대덕구 산업단지로93번길27 (신일동),042-621-5588,042-621-5589,,,,,,,,비활성
신광철물건재,고객업체 (판매),,,,,강원도 정선군 임계면 송계리 759-5,,,,,,,,,,비활성
서울건재공구철물,고객업체 (판매),,심기용,,인테리어자재등,경기도 이천시 장호원읍 장감로 17-2,031-642-0984,031-642-2026,,,,,,,,비활성
옥천컨테이너,고객업체 (판매),,,,,,,,,,,,,,,비활성
아이거,매입업체 (구매),,김제정,,,대전시 서구 동서대로 1144-11,042-825-5536,042-825-5537,,,,,,,,비활성
디에이종합상사,고객업체 (판매),,이재원,도소매,공구및전기자재,"경기도 안성시 개내교3길 9, 나동 107호(신건지동, 신안주택)",,031-676-0968,,,,,,,,비활성
김동식,고객업체 (판매),,,,,경기도 화성시 수노을1로 191 209동1201호,,,,,,,,,,비활성
(주)포스,고객업체 (판매),220511-4,최이기,건설업,건설/일반토목공사,"충남 금산군 금산읍 북사직5길 35,1층(골드리버)",,,,,,,,,,비활성
유진홈센타,고객업체 (판매),220510,유경태,소매,기타잡자재외,전라북도 완주군 고산면 고산로  84-6,063-263-3005,063-263-3006,,,,,,,,비활성
계룡건재,혼합 (판매+구매),,이희자,도매및소매,건축자재,대전광역시 유성구 유성대로 632(구암동),042-822-6378,070-7569-7792,,,,,,,,비활성
진산철물,혼합 (판매+구매),,,,,,,,,,,,,,,비활성
토지공업사,고객업체 (판매),,,,,,,,,,,,,,,비활성
경남철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
에스지하이텍/성광기업,고객업체 (판매),,,,,경기도 광주시 광남안로431번길 28-6,0503-8223-4506,,,,,,,,,비활성
광역기계,고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)평화지붕,고객업체 (판매),220422-6,김용화,"건설,제조","지붕공사업,철판제조가공",경기도 여주시 가남읍 경충대로1544  (주)평화지붕,031-632-7804,031-885-7804,,,,,,,,비활성
명성종합건재,고객업체 (판매),,김상태,도소매,"철물,안전용품,건자재",충북 괴산군 괴산읍 동부리 516-1,043-832-2217,043-834-2217,,,,,,,,비활성
현대종합상사 홍성,고객업체 (판매),220418,조경희,도소매,"철물,건자재",충남 홍성군 홍성읍 내포로 196번길 7,041-632-0000,041-634-3915,,,,,,,,비활성
삼성종합상사,고객업체 (판매),220419,박일병,도매외,철물외,충남 아산시 탕정면 탕정면로 141-6,041-541-8788,041-544-5464,,,,,,,,비활성
현도종합철물,고객업체 (판매),,,,,충북 청주시 서원구 현도면 죽전리 죽전길6,043-269-5657,,,,,,,,,비활성
드림종합상사 안성,고객업체 (판매),220407-1,이진아,도소매,"건축자재,안전용품","경기도 안성시 계동길 71-2, 가동",,031-671-8679,,,,,,,,비활성
이현,고객업체 (판매),,,,,,,,,,,,,,,비활성
공정건재철물,고객업체 (판매),220406,강권수,도소매,건축자재외,경상남도 진주시 대신로 323-2(하대동),,055-755-2131,,,,,,,,비활성
입금,고객업체 (판매),,,,,,,,,,,,,,,비활성
형제종합철물공구,고객업체 (판매),220331,조윤진,,,강원도 횡성군 우천면 한우로 1242,033-345-2606,033-345-2607,,,,,,,,비활성
준건설,고객업체 (판매),,서병준,,,전남 보성군 보성읍 일림로 1598,061-852-9766,061-853-3306,,,,,,,,비활성
위너전기조명,고객업체 (판매),,김영철,도소매,"전선,전기용품","경기도 남양주시 오남읍 진건오남로 677-20, 주건축물 제1동 1층",031-607-6636,031-607-6637,,,,,,,,비활성
태평양건축,고객업체 (판매),,,,,,,,,,,,,,,비활성
박천은,고객업체 (판매),,,,,대전시 유성구 엑스포로501 청구나래아파트 106동1104,,,,,,,,,,비활성
미성철물공구,고객업체 (판매),,신동열,,,충남 서산시 고북면 고북3로 12,041-664-7409,041-662-7411,,,,,,,,비활성
해동전기,고객업체 (판매),,,,,전남 장흥군 장흥읍 남부관광로65  문광룡,,,,,,,,,,비활성
(주)우호일렉스,고객업체 (판매),220304-2,김재호,도소매,pvc파이프(전기설비자재),경기도 광주시 초월읍 현산안길 63,031-762-3032,031-796-3343,,,,,,,,비활성
제이에이치테크,고객업체 (판매),,정주희,도소매,사무용가구및 기기 도매업,"경상북도 포항시 남구 상공로 18번길 3,2층201호",,,,,,,,,,비활성
대성철물건재사,고객업체 (판매),220301-1,노성우,,,경북 청송군 진보면 진안로 30,054-872-5696,,,,,,,,,비활성
백제철물,고객업체 (판매),,,,,경남 사천시 곤양면 곤양로62,,,,,,,,,,비활성
강철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
수목토,고객업체 (판매),,,,,,,,,,,,,,,비활성
수정종합상사,고객업체 (판매),,김동규,도소매,"기계,공구,철물","대구광역시 북구 유통단지로16,3동1층 13호",053-604-3819,053-604-3820,,,,,,,,비활성
주성욱,고객업체 (판매),,,,,경기도 광주시 오포읍 매자리길27번길 73(오포읍 제이스피티),,,,,,,,,,비활성
동한테크(주),고객업체 (판매),,김영춘,제조,"농업기계,난방기제조등",전북 익산시 은기길 326-16,063-836-8788,063-836-9134,,,,,,,,비활성
현대기성문,고객업체 (판매),,,,,,,,,,,,,,,비활성
신화종합철물(주),고객업체 (판매),,윤정미,도소매,건설자재 사무용품 안전용품등,"경상남도 진주시 금산면 갈전길 26, 주1동",055-762-6964,055-762-6965,,,,,,,,비활성
고려건재,고객업체 (판매),,곽동진,도소매업,건자재,충북 진천군 진천읍 대촌길 23,043-534-1830,,,,,,,,,비활성
도형건축,고객업체 (판매),,정재근,도소매외,"원목,기타목재외",전라남도 여수시 무선로 213(화장동),,,,,,,,,,비활성
박병찬,혼합 (판매+구매),,,,,,,,,,,,,,,비활성
대경산업인터내셔널,고객업체 (판매),220220,차재민대리,도소매,"건축자재,철물",충남 아산시 신창면 창암리146,041-534-4242,041-534-4243,,,,,,,,비활성
스마트롤러,고객업체 (판매),,정옥님,도소매,"철물,공구","충남 금산군 금산읍 인삼로 220,3동",041-751-0907,,,,,,,,,비활성
효인 실장,고객업체 (판매),,,,,,,,,,,,,,,비활성
우리공업사,고객업체 (판매),,,,,,,,,,,,,,,비활성
안동안전,고객업체 (판매),220105,박성수,,"산업안전보호구,장갑전품목등",경북 안동시 태화중앙로79,054-852-9160,054-857-6068,,,,,,,,비활성
대신건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
삼영공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
유화건재,고객업체 (판매),,김정중외1명,도.소매외,"철물,건축자재외",전라북도 무주군 무주읍 주계로 81,063-322-2219,063-324-1269,,,,,,,,비활성
황동철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
현대철물 곤양,고객업체 (판매),,,,,,,,,,,,,,,비활성
김병수,고객업체 (판매),,,,,,,,,,,,,,,비활성
대전조은스카이,고객업체 (판매),,황의석,,,,,042-584-2420,,,,,,,,비활성
정원산업,고객업체 (판매),,,,,,,,,,,,,,,비활성
박영희(일진기공),고객업체 (판매),,,,,,,,,,,,,,,비활성
한성건재철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
현진공구상사,고객업체 (판매),,조충호,도소매,일반철물및수공구,충남보령시신설1길47,041-936-0955,,,,,,,,,비활성
현대자원,고객업체 (판매),,오희근,"도소매,건설",건물철거/철거전문,전남 보성군 득량면 예당길 98,,,,,,,,,,비활성
아리랑공구(주),혼합 (판매+구매),,권영옥,도소매,공구,경기도 남양주시 화도읍 경춘로 2173-1,031-511-5773,031-511-5761,,,,,,,,비활성
로하건축,고객업체 (판매),211208,박원국,건설업,조립식건축,제주도,,,,,,,,,,비활성
예인하우징,고객업체 (판매),,,,,,,,,,,,,,,비활성
한성준,고객업체 (판매),,,,,경남 창원시 성산구 공단로18 엠모터스프라자 209호 유림모터스,,,,,,,,,,비활성
대성창호,고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)대동철강,고객업체 (판매),,박창범,,하우스시공 전문,전남 무안군 현경면 현해로 61,061-452-5385,061-452-5386,,,,,,,,비활성
우림건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
대성부속상사,고객업체 (판매),,,,,대구시 북구 태전동 555-1,053-312-0554,,,,,,,,,비활성
산들애철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
가남철물건재백화점,고객업체 (판매),,김재웅,소매외,철물외,경기도 여주시 가남읍 흑석로 16,031-881-0929,031-881-0925,,,,,,,,비활성
대성건축인력,고객업체 (판매),,,,,,,,,,,,,,,비활성
대광교역박상무,매입업체 (구매),,,,,,,,,,,,,,,비활성
만성철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
성신전기철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
이안인테리어,고객업체 (판매),,,,,,,,,,,,,,,비활성
대지철물 유,고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)우림엔지니어링,고객업체 (판매),,문형조,"건설,제조",기계장치공사,경북 포항시 남구 연일읍 동문로94번길 38,054-285-6446,054-285-6670,,,,,,,,비활성
반디공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
(유)태양건축자재백화점,혼합 (판매+구매),,이양임,도소매외,"건설,토목자재외",전라북도 완주군 봉동읍 봉동로 384,063-714-2056,063-714-2058,,,,,,,,비활성
주변건축,고객업체 (판매),,,,,,,,,,,,,,,비활성
글로벌 오복특장차,고객업체 (판매),,,,,,,,,,,,,,,비활성
동진상사,고객업체 (판매),,,,,,,,,,,,,,,비활성
심원철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
악양마트,고객업체 (판매),,,,,,,,,,,,,,,비활성
고려종합상사,고객업체 (판매),211020,김철희,도소매,"바퀴,와이어외",세종특별자치시 조치원읍 충현로 13,044-862-8744,044-862-8745,,,,,,,,비활성
